ECO,name,moves
E99,"Benko Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Ne1 Nd7 f3 f5 g4
E90,"Larsen Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be3
E90,"Zinnowitz Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Bg5
E91,"Kazakh Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Na6
E61,"Smyslov Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 Bg5
E62,"Delayed Fianchetto, KID; E62",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3
E64,"Yugoslav Variation, KID; E64",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 c5
E65,E65,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 c5 O-O
E66,E66,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 c5 O-O Nc6 d5
E62,"Larsen Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 c6 O-O Bf5
E62,"Kavalek Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 c6 O-O Qa5
E62,"Benjamin Defense, KID",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 c6 O-O Qb6
E67,"Debrecen Defense, KID; E67",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nbd7
E68,E68,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nbd7 O-O e5 e4
E69,E69,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nbd7 O-O e5 e4 c6 h3
E62,"Carlsbad Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nc6
E63,"Panno Variation, KID; E63",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nc6 O-O a6
E62,"Lesser Simagin (Spassky) Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nc6 O-O Bf5
E62,"Simagin Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nc6 O-O Bg4
E62,"Uhlmann-Szabo System, KID",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 g3 O-O Bg2 Nc6 O-O e5
E70,"Kramer Variation, KID",d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 Nge2
D80,Grunfeld Defense; D80,d4 Nf6 c4 g6 Nc3 d5
D82,"Brinckmann Attack, Grunfeld; D82",d4 Nf6 c4 g6 Nc3 d5 Bf4
D83,Grunfeld Gambit; D83,d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 e3 O-O
D84,D84,d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 e3 O-O cxd5 Nxd5
D83,"Capablanca Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 e3 O-O Rc1
D83,"Botvinnik Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 e3 O-O Rc1 c5 dxc5 Be6
D83,"Reshevsky Gambit, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 e3 O-O Rc1 c5 dxc5 Qa5
D80,"Stockholm Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Bg5
D80,"Lundin Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Bg5 Ne4 Nxe4 dxc3 Qd2 c5
D85,"Exchange Variation, Grunfeld; D85",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5
D85,"Exchange Variation, Grunfeld;",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3
D86,"Classical Main Line, Grunfeld; D86",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4
D86,"Simagin Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 O-O Ne2 b6 h4 Ba6
D87,"Spassky Variation, Grunfeld; D87",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 O-O Ne2 c5
D87,"Seville Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 O-O Ne2 c5 O-O Nc6 Be3
D88,D88,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 O-O Ne2 c5 O-O Nc6 Be3 cxd4
D89,D89,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 O-O Ne2 c5 O-O Nc6 Be3 cxd4 cxd4 Bg4 1f3 Na5 1Bd3
D89,"Sokolsky Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 O-O Ne2 c5 O-O Nc6 Be3 cxd4 cxd4 Bg4 1f3 Na5 1Bd3 Be6 1d5
D86,"Simagin Improved Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 O-O Ne2 Nc6
D86,"Larsen Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 O-O Ne2 Qd7
D86,"Larsen Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Bc4 O-O Ne2 Qd7 O-O b6
D85,"Modern Main Line, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Nf3
D85,"Kramnik's Line, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Nf3 c5 h3
D85,"Kemeri Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 g3
D85,Nadanian Attack,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 Na4
D80,"Makogonov Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O b4
D80,"Opocensky Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Bd2
D80,"Paris Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Bd3
D80,"Schlechter Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Bd3 c6
D80,"Flohr Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Bd3 c6 O-O Bf5
D80,"Smyslov Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Bd3 c6 O-O Bg4
D80,"Vienna Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Qb3
D80,"Pachman Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Qb3 dxc4 Bxc4 Nbd7 Ng5
D80,"Botvinnik Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Qb3 e6
D80,"Schlechter Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 e3 c6
D70,"Lutikov Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 f3
D70,"Murey Attack, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 f3 c5 cxd5 Nxd5 Na4
D80,"Kemeri Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 g3
D80,Gibbon Gambit; Grunfeld Spike,d4 Nf6 c4 g6 Nc3 d5 g4
D80,"Zaitsev Gambit, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 h4
D90,"Three Knights Variation, Grunfeld; D90",d4 Nf6 c4 g6 Nc3 d5 Nf3
D92,"Hungarian Attack, Grunfeld; D92",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Bf4
D93,D93,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Bf4 O-O e3
D91,"Petrosian System, Grunfeld; D91",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Bg5
D94,"Burille Variation, Grunfeld; D94",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 e3
D94,"Makogonov Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 e3 O-O b4
D94,"Opocensky Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 e3 O-O Bd2
D95,D95,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 e3 O-O Qb3
D90,"Flohr Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qa4+
D96,"Russian Variation, Grunfeld; D96",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3
D97,D97,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4
D97,"Hungarian Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 a6
D97,"Levenfish Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 b6
D98,"Smyslov Variation, Grunfeld; D98",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 Bg4
D98,"Keres Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 Bg4 Be2 Nfd7 Be2 Nb6 Qd3 Nc6 O-O-O Qc8
D99,D99,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 Bg4 Be3 Nfd7 Qb3
D99,"Yugoslav Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 Bg4 Be3 Nfd7 Qb3 c5
D97,"Szabo (Boleslavsky) Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 c6
D97,"Prins Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 Na6
D97,"Simagin (Byrne) Variation, Grunfeld",d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 Nc6
D90,Slav Fianchetto,d4 Nf6 c4 g6 Nc3 d5 Nf3 Nf6 Nc3 g6
D81,"Accelerated Russian Variation, Grunfeld; D81",d4 Nf6 c4 g6 Nc3 d5 Qb3
E60,"King's Knight Variation, KID",d4 Nf6 c4 g6 Nf3
E60,"Santassiere Variation, KID",d4 Nf6 c4 g6 Nf3 Bg7 b4
D70,Neo-Grunfeld Defense,d4 Nf6 c4 g6 Nf3 d5
A50,Van Geet; Kevitz; Trajkovic; Mexican,d4 Nf6 c4 Nc6
D70,Iago Defense,d4 Nf6 c4 Nc6
A50,Horsefly Gambit,d4 Nf6 c4 Nc6 d5 Ne5 f4
D71,D71,d4 Nf6 c4 Nc6 g3 d5
A45,Pawn Push Variation,d4 Nf6 d5
A45,Omega Gambit,d4 Nf6 e4
A45,Arafat Gambit,d4 Nf6 e4 Nxe4 Bd3 Nf6 Bg5
A45,Paleface Attack,d4 Nf6 f3
A45,Webster Gambit,d4 Nf6 f3 c5 d5 e6 e4 exd5 e5
A45,Blackmar-Diemer Gambit Deferred,d4 Nf6 f3 d5 e4
A45,Kraus-Muhlherr Counter Gambit,d4 Nf6 f3 d5 e4 e5 dxe5 Nxe4
A45,Gedult Attack,d4 Nf6 f3 d5 g4
A45,Gedult-Gunderam System,d4 Nf6 f3 d5 g4
A45,Linder Counter Gambit,d4 Nf6 f3 e6 e4 Nxe4
A45,Canard Attack,d4 Nf6 f4
A45,Ueberlinger Gambit,d4 Nf6 g3 e5
A45,Bullfrog; Weidenhagen; Krabbe; Ochsenfrosch,d4 Nf6 g4
A45,Bronstein Gambit,d4 Nf6 g4
A45,Oshima Defense,d4 Nf6 g4 e5
A45,Gibbins-Wiedehagen Gambit Accepted,d4 Nf6 g4 Nxg4
A45,Stummer Gambit,d4 Nf6 g4 Nxg4 e4 d6 Be2 Nf6 Nc3
A45,Maltese Falcon,d4 Nf6 g4 Nxg4 f3 Nf6 e4
A45,Reversed Chigorin Defense,d4 Nf6 Nc3 c5
A45,Von Beivorseen,d4 Nf6 Nc3 c5 dxc5
A45,Malich Gambit,d4 Nf6 Nc3 d5 Bg5 c5 Bxf6 gxf6 e4 dxe4 d5
A45,Huebsch Gambit,d4 Nf6 Nc3 d5 e4 Nxe4
A45,Maddigan Gambit,d4 Nf6 Nc3 e5
A45,Lazard Gambit; Maddigan Gambit,d4 Nf6 Nd2 e5
A46,"Knights Variation, Indian Game; A46",d4 Nf6 Nf3
A46,Polish Defense,d4 Nf6 Nf3 b5
A47,"Capablanca Variation, Indian Game; A47",d4 Nf6 Nf3 b6
A47,Torre Attack,d4 Nf6 Nf3 b6 Bg5
A47,Schnepper Gambit,d4 Nf6 Nf3 b6 c3 e5
A47,Marienbad Variation,d4 Nf6 Nf3 b6 g3 Bb7 Bg2 c5
A47,Berg Variation,d4 Nf6 Nf3 b6 g3 Bb7 Bg2 c5 c4 cxd4 Qxd4
A46,Spielmann-Indian,d4 Nf6 Nf3 c5
A46,Pseudo-Benko Gambit,d4 Nf6 Nf3 c5 d5 b5
A46,Czech-Indian,d4 Nf6 Nf3 c6
A46,London System,d4 Nf6 Nf3 e6 Bf4
A46,Torre Attack,d4 Nf6 Nf3 e6 Bg5
A46,Petrosian Gambit,d4 Nf6 Nf3 e6 Bg5 c5 e3 b6 d5
A46,Swiss; Wagner Gambit,d4 Nf6 Nf3 e6 Bg5 c5 e4
A46,"Nimzovich Variation, Torre Attack",d4 Nf6 Nf3 e6 Bg5 h6
A46,Yusupov-Rubinstein System,d4 Nf6 Nf3 e6 e3
A48,Pseudo-King's Indian Variation; A48,d4 Nf6 Nf3 g6
A48,"London System, Torre Attack",d4 Nf6 Nf3 g6 Bf4
A48,London Variation,d4 Nf6 Nf3 g6 Bf4 Bg7 Nbd2
A48,"Fianchetto Defense, Torre Attack",d4 Nf6 Nf3 g6 Bg5
A48,"Euwe Variation, Torre Attack",d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 c5
A48,King's Indian Variation,d4 Nf6 Nf3 g6 e3 Bg7 Bd3 d6
A49,Przepiorka Variation; A49,d4 Nf6 Nf3 g6 g3
D02,Barry Attack,d4 Nf6 Nf3 g6 Nc3 d5 Bf4 Bg7 e3 O-O Be2
A46,Dory Defense,d4 Nf6 Nf3 Ne4
A00,Keoni-Hiva Gambit,e3 d5 Nc3 Nf6 a3 e5 f4 exf4 Nf3
A00,Van't Kruijs Opening,e3 e5
A00,Bouncing Bishop Variation,e3 e5 Bc4 b5 Bb3
A00,Amsterdam Attack,e3 e5 c4 d6 Nc3 Nc6 b3 Nf6
A00,Ekolu Variation,e3 e5 Nc3 d5 f4 exf4 Nf3
A00,Alua Variation,e3 e5 Nc3 Nc6 f4 exf4 Nf3
A00,Akahi Variation,e3 e5 Nc3 Nf6 f4 exf4 Nf3
B00,Ware Defense,e4 a5
B00,Corn Stalks,e4 a5
B00,Snagkeouss Defense,e4 a5 d4 Nc6
B00,St George; Birmingham; Baker,e4 a6
B00,San Jorge Variation,e4 a6 d4 b5 Nf3 Bb7 Bd3 d6 O-O g6 c3 Bg7
B00,"Polish Variation, St George Defense",e4 a6 d4 b5 Nf3 Bb7 Bd3 e6
B00,"Zilbermints Gambit, St George Defense",e4 a6 d4 e5
B00,San Jorge Variation,e4 a6 d4 e6
B00,"Three Pawn Attack, St George",e4 a6 d4 e6 c4
B00,"Sanky-Georg Gambit, St George",e4 a6 d4 e6 c4 b5
B00,"Woodchuck Variation, St George",e4 a6 d4 Nc6
B00,Owen's Defense; Greek Defense,e4 b6
B00,Guatemalan Defense,e4 b6 d4 Ba6
B00,Matovinsky Gambit,e4 b6 d4 Bb7 Bd3 f5
B00,Matovinsky Gambit,e4 b6 d4 Bb7 Bd3 f5 exf5 Bxg2 Qh5+ g6
B00,"Naselwaus Variation, Owen's Defense",e4 b6 d4 Bb7 Bg5
B00,"Wind Gambit, Owen Defense",e4 b6 d4 Bb7 f3 e5
B00,"Smith Gambit, Owen Defense",e4 b6 d4 Bb7 Nf3
B00,"Hekili-Loa Gambit, Owen Defense",e4 b6 d4 c5 dxc5 Nc6
B20,Sicilian Defense; B20,e4 c5
B20,"Mengarini Gambit, Sicilian",e4 c5 a3
B20,"Mengarini Gambit, Sicilian",e4 c5 a3 Nc6 b4
B20,"Snyder Variation, Sicilian",e4 c5 b3
B20,"Queen Fianchetto Variation, Sicilian",e4 c5 b3 b6
B20,"Wing Gambit, Sicilian",e4 c5 b4
B20,"Marshall Variation, Sicilian",e4 c5 b4 cxb4 a3
B20,"Wing; Carlsbad Variation, Sicilian",e4 c5 b4 cxb4 a3 bxa3
B20,"Marienbad Variation, Sicilian",e4 c5 b4 cxb4 a3 d5 exd5 Qxd5 Bb2
B20,"Abrahams Variation, Sicilian Wing Gambit",e4 c5 b4 cxb4 Bb2
B20,"Santasiere Wing Gambit, Sicilian",e4 c5 b4 cxb4 c4
B20,"Bowlder Attack, Sicilian",e4 c5 Bc4
B20,Slow Sicilian,e4 c5 Be2
B22,"Alapin; Sveshnikov Var, Sicilian; B22",e4 c5 c3
B22,"Barmen Defense, Sicilian",e4 c5 c3 d5 exd5 Qxd5
B22,"Sherzer Variation, Sicilian",e4 c5 c3 Nf6 e5 Nd5 d4 e6 Nf3 Nc6
B22,"Stoltz Attack, Sicilian",e4 c5 c3 Nf6 e5 Nd5 Nf3 Nc6 Bc4 Nb6 Bb3
B20,"Staunton-Cochrane Variation, Sicilian",e4 c5 c4
B20,"Gloria Variation, Sicilian",e4 c5 c4 d6 Nc3 Nc6 g3 h5
B20,"Chameleon Variation, Sicilian",e4 c5 d3
B20,"Big Clamp Variation, Sicilian",e4 c5 d3 Nc6 c3 d6 f4
B20,Sicilian Center Game,e4 c5 d4 cxd4
B20,"Smith-Morra; Fleissig Gambit, Sic",e4 c5 d4 cxd4 c3
B20,"Rivadavia Gambit, Sicilian",e4 c5 d4 cxd4 c3
B20,"Push Variation, Smith-Morra Gambit, Sicilian",e4 c5 d4 cxd4 c3 d3
B20,"Dubois Variation, Sicilian",e4 c5 d4 cxd4 c3 d3 c4
B20,"Scandanavian Formation, Smith-Morra, Sicilian",e4 c5 d4 cxd4 c3 d5
B20,"Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3
B20,"Chicago Defense, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 d6 Bc4 e6 Nf3 Nf6 O-O a6
B20,"Taimanov Formation, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 e6 Bc4 a6 Nf3 Ne7
B20,"Kan Formation, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 e6 Nf3 a6
B20,"Fianchetto Defense, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 e6 Nf3 g6
B20,"Classical Formation, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 a6 O-O Nf6
B20,"Scheveningen Formation, Smith-Morra Accepted",e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6
B20,"Paulsen Formation, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4 a6
B20,"Morphy Defense Deferred, Smith-Morra Accepted",e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4 a6 O-O b5 Bb3 Bc5
B20,"Larsen Defense, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4 a6 O-O Qc7 Qe2 Bd6
B20,"Pin Defense, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4 Bb4
B20,"Morphy Defense, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4 Bc5
B20,"Sozin Formation, Smith-Morra Accepted, Sicilian",e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4 d6 O-O a6 Qe2 b5
B20,"Center Formation, Smith-Morra Declined, Sicilian",e4 c5 d4 cxd4 c3 e5
B20,"Alapin Formation, Smith-Morra Declined, Sicilian",e4 c5 d4 cxd4 c3 Nf6
B20,"Wing Formation, Smith-Morra Declined, Sicilian",e4 c5 d4 cxd4 c3 Qa5
B20,"Halasz Gambit, Sicilian",e4 c5 d4 cxd4 f4
B20,"Morphy Gambit, Sicilian",e4 c5 d4 cxd4 Nf3
B20,"Andreaschek Gambit, Sicilian",e4 c5 d4 cxd4 Nf3 e5 c3
B21,"Larsen-Santasiere (McDonnell Attack) Variation, Sicilian; B21",e4 c5 f4
B21,"Tal Gambit, Sicilian",e4 c5 f4 d5 exd5 Nf6
B20,"Steinitz; Tartakower, Lasker-Dunne Variation, Sicilian",e4 c5 g3
B20,"Myers Attack, Sicilian",e4 c5 h4
B20,King David's Opening,e4 c5 Ke2
B23,"Closed; Chigorin Variation, Sicilian; B23",e4 c5 Nc3
B23,"Grand Prix Variation, Sicilian",e4 c5 Nc3 d6 f4
B23,"Marshall Gambit, Sicilian",e4 c5 Nc3 e6 d4 d5
B23,"Korchnoi Defense, Sicilian",e4 c5 Nc3 e6 g3 d5
B23,Traditional Closed Sicilian,e4 c5 Nc3 Nc6
B23,"Portland Attack, Sicilian",e4 c5 Nc3 Nc6 d3 g6 g4
B23,"Vinken System, Sicilian; Grand Prix Attack",e4 c5 Nc3 Nc6 f4
B23,"Schofman Variation, Sicilian",e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bc4 e6 f5
B24,"Fianchetto Variation, Sicilian Closed; B24",e4 c5 Nc3 Nc6 g3
B25,B25,e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6
B26,B26,e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 Be3
B25,"Botvinnik Defense, Sicilian Closed",e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 f4 e5
B25,"Edge Variation, Sicilian Closed",e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 f4 e5 Nh3 Nge7
B23,Chameleon Sicilian,e4 c5 Nc3 Nc6 Nge2
B20,"Keres; Billium Attack, Sicilian; Chameleon",e4 c5 Ne2
B27,B27,e4 c5 Nf3
B28,"O'Kelly Variation, Sicilian; B28",e4 c5 Nf3 a6
B28,"Kieseritzky System, Sicilian",e4 c5 Nf3 a6 b3
B28,"Wing Gambit, Sicilian",e4 c5 Nf3 a6 b4
B28,"Aronin System, Sicilian",e4 c5 Nf3 a6 Be2
B28,"Venice System, Sicilian",e4 c5 Nf3 a6 c3
B28,"Ljubojevic Line, Sicilian",e4 c5 Nf3 a6 c3 b5
B28,"Gambit Line, O'Kelly Sicilian",e4 c5 Nf3 a6 c3 d5 exd5 Nf6
B28,"Steiner Line, Sicilian",e4 c5 Nf3 a6 c3 d6
B28,"Barcza Line, Sicilian",e4 c5 Nf3 a6 c3 Nf6
B28,"Maroczy Bind, O'Kelly Sicilian",e4 c5 Nf3 a6 c4
B28,"Robatsch Line, Sicilian",e4 c5 Nf3 a6 c4 d6
B28,"Paulsen Line, Sicilian",e4 c5 Nf3 a6 c4 e6
B28,"Geller Line, Sicilian",e4 c5 Nf3 a6 c4 Nc6 d4 cxd4 Nxd4 e5
B28,"Quiet System, O'Kelly Sicilian",e4 c5 Nf3 a6 d3
B28,"Normal System, O'Kelly Sicilian",e4 c5 Nf3 a6 d4
B28,"Cortlever Gambit, Sicilian",e4 c5 Nf3 a6 d4 cxd4 Bc4
B28,"Smith-Morra Line, O'Kelly Sicilian",e4 c5 Nf3 a6 d4 cxd4 c3
B28,"Taimanov Line, O'Kelly Sicilian",e4 c5 Nf3 a6 d4 cxd4 Nxd4 e5
B28,"Kan Line, O'Kelly Sicilian",e4 c5 Nf3 a6 d4 cxd4 Nxd4 e6
B28,"Zagorovsky Line, O'Kelly Sicilian",e4 c5 Nf3 a6 d4 cxd4 Qxd4
B28,"Reti System, O'Kelly Sicilian",e4 c5 Nf3 a6 g3
B28,"Yerevan System, O'Kelly Sicilian",e4 c5 Nf3 a6 Nc3
B27,"Polish Gambit, Sicilian",e4 c5 Nf3 b5
B27,"Katalimov Variation, Sicilian",e4 c5 Nf3 b6
B50,"Modern Variation, Sicilian; B50",e4 c5 Nf3 d6
B51,"Wing Gambit Deferred, Sicilian",e4 c5 Nf3 d6 b4
B51,"Moscow Variation, Sicilian; Canal Attack; B51",e4 c5 Nf3 d6 Bb5+
B52,"Main Line, Canal Attack, Sicilian; B52",e4 c5 Nf3 d6 Bb5+ Bd7
B52,"Bronstein (Haag) Gambit, Sicilian",e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nc6 c3 Nf6 d4
B51,"Moscow Gambit, Sicilian",e4 c5 Nf3 d6 Bb5+ Nc6 O-O Bd7 c3 a6 Bxc6 Bxc6 Re1 Nf6 d4 Bxe4 Bg5
B51,"Dorfman Gambit, Sicilian",e4 c5 Nf3 d6 Bb5+ Nc6 O-O Bd7 Qe2 g6 e5
B50,"Kopec System, Sicilian",e4 c5 Nf3 d6 Bd3
B50,"Delayed Alapin, Sicilian",e4 c5 Nf3 d6 c3
B50,Basman-Palatnik Gambit,e4 c5 Nf3 d6 c3 Nf6 Be2 Nc6 d4 cxd4 cxd4 Nxe4
B53,B53,e4 c5 Nf3 d6 d4
B53,"Tartakower Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 c3
B54,B54,e4 c5 Nf3 d6 d4 cxd4 Nxd4
B55,B55,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6
B55,"Ginsberg Gambit, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Bc4
B55,"Moscow (Prins) Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 f3
B55,"Venice Attack, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 f3 e5 Bb5+
B56,B56,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3
B90,"Najdorf Variation, Sicilian; B90",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6
B90,"Lipnitzky Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4
